"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C181235","C181168",,"Protocol Statement Attribute Terminology","Protocol Regulatory Compliance Statement","Regulatory Compliance Statement","A written message within the study protocol that asserts that the study will be conducted in compliance with Good Clinical Practice (GCP) guidelines, study protocol, and any other applicable regulatory requirements.","Protocol Regulatory Compliance Statement","Protocol CT 2024-03-29"
"C184393","C181168",,"Protocol Statement Attribute Terminology","Publication Policy Statement",,"A written message within the study protocol that describes the policies pertaining to the publication of study results.","Publication Policy Statement","Protocol CT 2024-03-29"
"C181239","C181168",,"Protocol Statement Attribute Terminology","Statement of Ethical Conduct",,"A written message within the study protocol that asserts that the study will be conducted in accordance with the ethical principles outlined in the Declaration of Helsinki and applicable regional regulations and guidelines.","Statement of Ethical Conduct","Protocol CT 2024-03-29"
"C181238","C181168",,"Protocol Statement Attribute Terminology","Statement of Progress Reporting",,"A written message within the study protocol that asserts timely communication of study progress and results to the study stakeholders as well as regulatory authorities and study registries.","Statement of Progress Reporting","Protocol CT 2024-03-29"
"C184392","C181168",,"Protocol Statement Attribute Terminology","Study Investigator Conduct Statement","Investigator Statement; Study Investigator Statement","A written message within the study protocol that asserts that a study investigator will be responsible for the performance and conduct of the study as described in the protocol, and in accordance with relevant laws, regulations, and guidelines.","Study Investigator Conduct Statement","Protocol CT 2024-03-29"
"C184391","C181168",,"Protocol Statement Attribute Terminology","Study Sponsor Conduct Statement","Sponsor Statement; Study Sponsor Statement","A written message within the study protocol that asserts that the study sponsor will be responsible for overseeing all aspects of study conduct.","Study Sponsor Conduct Statement","Protocol CT 2024-03-29"
"C181243","C181168",,"Protocol Statement Attribute Terminology","Subject Data Confidentiality Statement","Study Participant Data Confidentiality Statement","A written message within the study protocol that asserts compliance with applicable regulations and guidelines to preserve and maintain study data confidentiality.","Subject Data Confidentiality Statement","Protocol CT 2024-03-29"
"C181242","C181168",,"Protocol Statement Attribute Terminology","Subject Privacy Statement","Study Participant Privacy Statement","A written message within the study protocol that asserts compliance with applicable regulations and guidelines regarding the protection of study subject, or participant, privacy.","Subject Privacy Statement","Protocol CT 2024-03-29"
"C147069",,,"Randomization Type Value Set","Randomization Type Value Set","Randomization Type Value Set","A terminology codelist relevant to the types of randomization schemas associated with a randomized controlled trial.","CDISC Protocol Randomization Type Response Terminology","Protocol CT 2024-03-29"
"C147126","C147069",,"Randomization Type Value Set","Adaptive Randomization",,"A type of randomization schema in which the group assignment probability of a participant is adjusted based on the group assignments of those participants already randomized in the trial.","Adaptive Randomization","Protocol CT 2024-03-29"
"C147127","C147069",,"Randomization Type Value Set","Block Randomization","Constrained Randomization","A type of adaptive randomization in which a pre-specified number of participants is assigned to a block containing the same pre-specified number of balanced group assignments in random order.","Block Randomization","Protocol CT 2024-03-29"
"C147143","C147069",,"Randomization Type Value Set","Minimization Randomization","Covariate Adaptive Randomization","A type of adaptive randomization in which the participant is assigned to the treatment group in an attempt to minimize imbalances in the number of participants for each stratification covariate across treatment groups.","Minimization Randomization","Protocol CT 2024-03-29"
"C147144","C147069",,"Randomization Type Value Set","Simple Randomization","Unrestricted Randomization","A type of randomization schema in which each participant has the same chance of being randomized into any one group as all other participants.","Simple Randomization","Protocol CT 2024-03-29"
"C147145","C147069",,"Randomization Type Value Set","Stratified Randomization",,"A type of block randomization in which participants are stratified into groups based on prognostic variables and then randomized into balanced treatment groups.","Stratified Randomization","Protocol CT 2024-03-29"
"C142743","C147069",,"Randomization Type Value Set","Unequal Randomization",,"A type of randomization schema in which unequal numbers of participants are purposely assigned to multiple treatment groups.","Unequal Randomization","Protocol CT 2024-03-29"
"C184333",,,"Reference Attribute Terminology","Reference Attribute Terminology","Reference Attribute Terminology","A terminology value set relevant to the attributes of the reference.","CDISC Protocol Reference Attribute Terminology","Protocol CT 2024-03-29"
"C41196","C184333",,"Reference Attribute Terminology","Citation",,"A reference to an authoritative source.","Citation","Protocol CT 2024-03-29"
"C190866",,,"Study Activity Attribute Terminology","Study Activity Attribute Terminology","Study Activity Attribute Terminology","A terminology value set relevant to the attributes of the study activity entity.","CDISC Protocol Study Activity Attribute Terminology","Protocol CT 2024-03-29"
"C25217","C190866",,"Study Activity Attribute Terminology","Study Assessment","Study Observation","A measurement, evaluation, observation, or judgment of a study variable pertaining to the status of a subject. [After BEST Resource] (CDISC Glossary)","Assessment","Protocol CT 2024-03-29"
"C82437","C190866",,"Study Activity Attribute Terminology","Study Day",,"A relative day, in reference to the protocol-defined study start point, on which an intervention, procedure, assessment, and/or collection of other study data occurs.","Study Day","Protocol CT 2024-03-29"
"C191215","C190866",,"Study Activity Attribute Terminology","Study Visit Window","Visit Window","The allowable period of time before and/or after a planned or scheduled study visit, during which the actual study visit shall occur.","Study Visit Window","Protocol CT 2024-03-29"
"C191214","C190866",,"Study Activity Attribute Terminology","Study Visit","Visit","A protocol-defined clinical encounter that encompasses planned and contingent study interventions, procedures, and assessments that may be performed on a subject. [SDTM]","Study Visit","Protocol CT 2024-03-29"
"C172329",,,"Study Arm Attribute Terminology","Study Arm Attribute Terminology","Study Arm Attribute Terminology","A terminology value set relevant to the attributes of the study arm entity.","CDISC Protocol Study Arm Attribute Terminology","Protocol CT 2024-03-29"
"C172458","C172329",,"Study Arm Attribute Terminology","Planned Number of Subjects Per Study Arm",,"The total number of subjects intended to be included within each arm for the study. (NCI)","Planned Number of Subjects Per Study Arm","Protocol CT 2024-03-29"
"C93728","C172329",,"Study Arm Attribute Terminology","Study Arm Description","Arm Description","The textual representation of the arm for the study.","Arm Description","Protocol CT 2024-03-29"
"C172456","C172329",,"Study Arm Attribute Terminology","Study Arm Label","Arm Label","The given name of the arm for the study. (NCI)","Study Arm Label","Protocol CT 2024-03-29"
"C172457","C172329",,"Study Arm Attribute Terminology","Study Arm Type","Arm Type","A characterization or classification of the study arm.","Study Arm Type","Protocol CT 2024-03-29"
"C174222",,,"Study Arm Type Value Set Terminology","Study Arm Type Value Set Terminology","Study Arm Type Value Set Terminology","The terminology relevant to the identification of the kind of arm.","CDISC Protocol Study Arm Type Value Set Terminology","Protocol CT 2024-03-29"
"C174267","C174222",,"Study Arm Type Value Set Terminology","Active Comparator Arm",,"An arm describing the active comparator.","Active Comparator Arm","Protocol CT 2024-03-29"
"C174226","C174222",,"Study Arm Type Value Set Terminology","Control Arm",,"An arm describing the intervention or treatment plan for a group of participants in the study receiving a control. The control may comprise a non-investigational product (active control) or regimen, placebo, or no treatment.","Control Arm","Protocol CT 2024-03-29"
"C174266","C174222",,"Study Arm Type Value Set Terminology","Experimental Arm","Investigational Arm","An arm describing the intervention or treatment plan for a group of participants in the study receiving test product(s).","Investigational Arm","Protocol CT 2024-03-29"
"C174270","C174222",,"Study Arm Type Value Set Terminology","No Intervention Arm",,"A study arm without an intervention or treatment.","No Intervention Arm","Protocol CT 2024-03-29"
"C174268","C174222",,"Study Arm Type Value Set Terminology","Placebo Comparator Arm","Placebo Control Arm","An arm describing the placebo comparator.","Placebo Control Arm","Protocol CT 2024-03-29"
"C174269","C174222",,"Study Arm Type Value Set Terminology","Sham Comparator Arm","Sham Intervention Arm","An arm describing the sham comparator.","Sham Comparator Arm","Protocol CT 2024-03-29"
"C15538","C174222",,"Study Arm Type Value Set Terminology","Treatment Arm",,"An arm describing the intervention or treatment plan for a group of participants in the study. Treatment may consist of either experimental or control products under investigation.","Protocol Treatment Arm","Protocol CT 2024-03-29"
"C189268",,,"Study Blinding and Unblinding Attribute Terminology","Study Blinding and Unblinding Attribute Terminology","Study Blinding and Unblinding Attribute Terminology","A terminology value set relevant to the attributes of the study blinding and unblinding entity.","CDISC Protocol Study Blinding and Unblinding Attribute Terminology","Protocol CT 2024-03-29"
"C142408","C189268",,"Study Blinding and Unblinding Attribute Terminology","Masked Medication","Blinded Medication","A study product whose appearance and characteristics are the same between each investigational agent and control.","Blinded Medication","Protocol CT 2024-03-29"
"C189349","C189268",,"Study Blinding and Unblinding Attribute Terminology","Study Blinding Procedure",,"The methodology used for enacting study blinding.","Study Blinding Procedure","Protocol CT 2024-03-29"
"C49658","C189268",,"Study Blinding and Unblinding Attribute Terminology","Study Blinding Schema","Study Blinding Design; Study Blinding Schema; Study Masking Design; Trial Blinding Design; Trial Blinding Schema; Trial Masking Design","The type of experimental design used to describe the level of awareness of the study subjects and/ or study personnel as it relates to the respective intervention(s) or assessments being observed, received or administered.","Trial Blinding Schema","Protocol CT 2024-03-29"
"C49068","C189268",,"Study Blinding and Unblinding Attribute Terminology","Study Blinding","Trial Blinding","A procedure to limit bias by preventing subjects and/ or study personnel from identifying which treatments or procedures are administered, or from learning the results of tests and measures undertaken as part of a clinical investigation. (CDISC Glossary)","Blinded","Protocol CT 2024-03-29"
"C189350","C189268",,"Study Blinding and Unblinding Attribute Terminology","Study Unblinding Procedure",,"A description of the methodology used for planned or unplanned unblinding of the study.","Study Unblinding Procedure","Protocol CT 2024-03-29"
"C142742","C189268",,"Study Blinding and Unblinding Attribute Terminology","Study Unblinding",,"A study event during which the treatment assignment is made known to the subject, investigator, and/or other trial personnel.","Unblinding","Protocol CT 2024-03-29"
"C154682",,,"Study Contact Information Attribute Terminology","Study Contact Information Attribute Terminology","Study Contact Information Attribute Terminology","A terminology value set relevant to the attributes of the study contact information entity.","CDISC Protocol Entities Study Contact Information Attribute Terminology","Protocol CT 2024-03-29"
"C25354","C154682",,"Study Contact Information Attribute Terminology","Academic Degree",,"An academic rank conferred by a college, university, or other postsecondary education institution as official recognition for the successful completion of a program of studies.","Academic Degree","Protocol CT 2024-03-29"
"C42775","C154682",,"Study Contact Information Attribute Terminology","E-mail Address","Email Address","A text string identifier for a location to which electronic mail can be delivered. (NCI)","E-mail Address","Protocol CT 2024-03-29"
"C42879","C154682",,"Study Contact Information Attribute Terminology","Fax Number","Facsimile Number","A telephone number that is used for identifying a specific fax machine in a telephone network.","Fax Number","Protocol CT 2024-03-29"
"C154704","C154682",,"Study Contact Information Attribute Terminology","Organizational Affiliation",,"The name of the organization or entity that the person or group has an established relationship with.","Organizational Affiliation Name","Protocol CT 2024-03-29"
"C25191","C154682",,"Study Contact Information Attribute Terminology","Person Name","Individual's Name; Name","A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name. In some cultural traditions the family name comes first.","Person Name","Protocol CT 2024-03-29"
"C25407","C154682",,"Study Contact Information Attribute Terminology","Physical Address",,"A standardized representation of the location of a person, business, building, or organization. (NCI)","Address","Protocol CT 2024-03-29"
"C48835","C154682",,"Study Contact Information Attribute Terminology","Role",,"The usual or expected function of something; the part something plays in an action or event. (NCI)","Role","Protocol CT 2024-03-29"
"C40978","C154682",,"Study Contact Information Attribute Terminology","Telephone Number","Phone Number","A sequence of decimal digits (0-9) that is used for identifying a specific telephone line or other device in a telephone network.","Telephone Number","Protocol CT 2024-03-29"
"C147066",,,"Study Design Attribute Terminology","Study Design Attribute Terminology","Study Design Attribute Terminology","A terminology value set relevant to the attributes of the study design entity.","CDISC Protocol Entities Study Design Attribute Terminology","Protocol CT 2024-03-29"
"C98746","C147066",,"Study Design Attribute Terminology","Interventional Study Design","Intervention Model","The general design of the strategy for assigning interventions to participants in a clinical study. (clinicaltrials.gov)","Intervention Model","Protocol CT 2024-03-29"
"C147138","C147066",,"Study Design Attribute Terminology","Observational Study Design","Observation Model","The general design of the strategy for identifying and following up with participants during observational studies. (clinicaltrials.gov)","Observational Study Model","Protocol CT 2024-03-29"
"C147139","C147066",,"Study Design Attribute Terminology","Overall Study Design","Overall Design; Study Design Description; Study Design Overview; Summary of Study Design","Summary description of the overall study plan and design, should include treatments studied, population studied, level and method of blinding/unmasking, kind of controls, method of assignment to treatment, sequence and duration of study periods, any safety, data monitoring or special steering or evaluation committees, and interim analyses. (ICH E3)","Study Design Description","Protocol CT 2024-03-29"
"C52580","C147066",,"Study Design Attribute Terminology","Participant Allocation","Subject Allocation","The process of assigning participants to particular treatment groups or cohorts in a clinical study.","Allocation","Protocol CT 2024-03-29"
"C98771","C147066",,"Study Design Attribute Terminology","Planned Number of Arms","Planned Number of Arms","The planned number of intervention groups.","Planned Number of Arms","Protocol CT 2024-03-29"
"C147137","C147066",,"Study Design Attribute Terminology","Planned Number of Cohorts",,"The planned number of study groups.","Planned Number of Cohorts","Protocol CT 2024-03-29"
"C49692","C147066",,"Study Design Attribute Terminology","Planned Number of Participants","Anticipated Enrollment; Planned Enrollment; Planned Number of Subjects; Target Enrollment","The planned number of subjects to be entered in a clinical trial. (NCI)","Planned Subject Number","Protocol CT 2024-03-29"
"C147140","C147066",,"Study Design Attribute Terminology","Randomization Type",,"A characterization or classification of the process of assigning trial subjects to treatment or control groups using an element of chance to determine the assignments in order to reduce bias.","Randomization Method","Protocol CT 2024-03-29"
"C16153","C147066",,"Study Design Attribute Terminology","Stratification Factor","Stratification Factor","Selected factors that are used during randomization to ensure there is balance of these factors across all subjects within each arm of a study. The subject level values of these factors may be used as fixed effects in statistical models and for sensitivity analyses.","Stratification Factors","Protocol CT 2024-03-29"
"C25689","C147066",,"Study Design Attribute Terminology","Stratification",,"Grouping defined by important prognostic factors measured at baseline. (ICH E9)","Stratification","Protocol CT 2024-03-29"
"C142705","C147066",,"Study Design Attribute Terminology","Study Design Rationale",,"Reason(s) for choosing the study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design.","Study Design Rationale","Protocol CT 2024-03-29"
"C142668","C147066",,"Study Design Attribute Terminology","Study Hypothesis",,"A supposition or proposal made to explain certain observations or facts, which requires further investigation or exploration within a clinical study. (NCI)","Research Hypothesis","Protocol CT 2024-03-29"
"C147141","C147066",,"Study Design Attribute Terminology","Study Primary Purpose",,"The principal reason or intention for the execution of an interventional or non-interventional clinical study. (NCI)","Study Primary Purpose","Protocol CT 2024-03-29"
"C147142","C147066",,"Study Design Attribute Terminology","Study Secondary Purpose",,"The ancillary reason or intention for the execution of an interventional or non-interventional clinical study. (NCI)","Study Secondary Purpose","Protocol CT 2024-03-29"
"C163026",,,"Study Monitoring Attribute Terminology","Study Monitoring Attribute Terminology","Study Monitoring Attribute Terminology","A terminology value set relevant to the attributes of the study monitoring entity.","CDISC Protocol Study Monitoring Attribute Terminology","Protocol CT 2024-03-29"
"C115753","C163026",,"Study Monitoring Attribute Terminology","Clinical Monitoring Plan",,"A document that describes the strategy, methods, responsibilities, and requirements for monitoring the trial. (ICH E6(R2) Glossary Addendum)","Clinical Trial Monitoring Plan","Protocol CT 2024-03-29"
"C163406","C163026",,"Study Monitoring Attribute Terminology","Data and Safety Monitoring Plan","Data Safety Monitoring Plan; DSMP; Safety Data Monitoring Plan","A written plan that prospectively identifies and documents monitoring activities intended to protect the safety of the participants, the validity of the data and the integrity of the research study. The DSMP may also identify when to terminate a participant's participation (i.e. individual stopping rules) and/or the appropriate termination of a study (i.e. study stopping rules). (Mayo Clinic)","Data and Safety Monitoring Plan","Protocol CT 2024-03-29"
"C142488","C163026",,"Study Monitoring Attribute Terminology","Data Monitoring",,"Process by which clinical data are examined for completeness, consistency, and accuracy for the duration of the study lifecycle.","Data Monitoring","Protocol CT 2024-03-29"
"C163407","C163026",,"Study Monitoring Attribute Terminology","GCP Adherence Statement","Good Clinical Practice Adherence Statement","A written message that asserts, affirms, or declares that the study is conducted in accordance with Good Clinical Practice (GCP).","GCP Adherence Statement","Protocol CT 2024-03-29"
"C142674","C163026",,"Study Monitoring Attribute Terminology","Risk Monitoring",,"A systematic, prioritized approach that involves identifying, assessing, monitoring and mitigating the risks that could affect the quality of the study or safety of the study participants.","Risk Based Monitoring","Protocol CT 2024-03-29"
"C163408","C163026",,"Study Monitoring Attribute Terminology","Safety Data Monitoring",,"Review of cumulative safety data to identify possible safety concerns.","Safety Data Monitoring","Protocol CT 2024-03-29"
"C163409","C163026",,"Study Monitoring Attribute Terminology","Safety Monitoring",,"Review of safety data to ensure safety of the individuals who are participating in the study, or to identify potential safety concerns for the duration of the study lifecycle.","Safety Monitoring","Protocol CT 2024-03-29"
"C184395","C163026",,"Study Monitoring Attribute Terminology","Study Audit Statement",,"A written message within the study protocol that describes the auditing activities that are to occur within a study and the intent to address findings from an audit report.","Study Audit Statement","Protocol CT 2024-03-29"
"C184396","C163026",,"Study Monitoring Attribute Terminology","Study Audit",,"A systematic and independent examination of study-related activities and documents to determine whether the evaluated trial-related activities were conducted and the data were recorded, analyzed, and accurately reported according to the protocol, sponsor's standard operating procedures (SOPs), good clinical practice (GCP), and the applicable regulatory requirement(s). (ICH E6 Glossary)","Study Audit","Protocol CT 2024-03-29"
"C163410","C163026",,"Study Monitoring Attribute Terminology","Study Monitoring Statement",,"A written message that asserts, affirms, or declares that the study will be monitored in adherence to a clinical monitoring plan and in accordance with Good Clinical Practice (GCP).","Study Monitoring Statement","Protocol CT 2024-03-29"
"C163411","C163026",,"Study Monitoring Attribute Terminology","Suicidal Risk Monitoring",,"A systematic approach to identify and assess the risks of participant suicidal ideation and/or suicide.","Suicidal Risk Monitoring","Protocol CT 2024-03-29"
"C15789","C163026",,"Study Monitoring Attribute Terminology","Trial Monitoring",,"The act of overseeing the progress of a clinical trial and of ensuring that it is conducted, recorded, and reported in accordance with the protocol, standard operating procedures (SOPs), good clinical practice (GCP), and the applicable regulatory requirement(s). [ICH E6 Glossary]","Clinical Trials, Monitoring","Protocol CT 2024-03-29"
"C165640",,,"Study Oversight Entity Attribute Terminology","Study Oversight Entity Attribute Terminology","Study Oversight Entity Attribute Terminology","A terminology value set relevant to the attributes of the study oversight entity.","CDISC Protocol Study Oversight Entity Attribute Terminology","Protocol CT 2024-03-29"
"C165862","C165640",,"Study Oversight Entity Attribute Terminology","Study Oversight Entity Approval Date",,"The date on which the study oversight entity grants approval.","Study Oversight Entity Approval Date","Protocol CT 2024-03-29"
"C165863","C165640",,"Study Oversight Entity Attribute Terminology","Study Oversight Entity Approval Status",,"The state of the study oversight entity approval process.","Study Oversight Entity Approval Status","Protocol CT 2024-03-29"
"C165864","C165640",,"Study Oversight Entity Attribute Terminology","Study Oversight Entity Type",,"A characterization or classification of the group of individuals that approves, monitors and reviews biomedical research to protect the rights, safety and welfare of the study participants, by providing critical scientific, ethical, and/or regulatory oversight functions.","Study Oversight Entity Type","Protocol CT 2024-03-29"
"C160921",,,"Study Population Attribute Terminology","Study Population Attribute Terminology","Study Population Attribute Terminology","A terminology value set relevant to the attributes of the study population entity.","CDISC Protocol Study Population Attribute Terminology","Protocol CT 2024-03-29"
"C161320","C160921",,"Study Population Attribute Terminology","Comorbid Condition",,"Medical or health condition that is concomitant or concurrent with the primary condition or disease under study.","Comorbid Condition","Protocol CT 2024-03-29"
"C161319","C160921",,"Study Population Attribute Terminology","Condition or Disease under Study",,"Primary disease(s) or condition(s) being studied in the trial, or the focus of the study. (clinicaltrials.gov)","Condition or Disease under Study","Protocol CT 2024-03-29"
"C28143","C160921",,"Study Population Attribute Terminology","Control Group",,"A study population that is defined for the purpose of comparison to the treatment group in a controlled trial. In an epidemiological study, a study population that does not have the outcome of interest.","Control Group","Protocol CT 2024-03-29"
"C161324","C160921",,"Study Population Attribute Terminology","Demographic Group",,"A descriptive characterization of the study population (e.g., age, sex, race, education, etc.).","Demographic Group","Protocol CT 2024-03-29"
"C161323","C160921",,"Study Population Attribute Terminology","Experimental Group",,"A study population that receives the intervention that is the focus of the study.","Experimental Group","Protocol CT 2024-03-29"
"C161316","C160921",,"Study Population Attribute Terminology","Females of Childbearing Potential","FOCBP; WOCBP; Women of Childbearing Potential","Female study subjects or patients who have the potential to become pregnant, i.e., those who have experienced menarche and who have not undergone surgical sterilization and are not postmenopausal.","Female of Childbearing Potential","Protocol CT 2024-03-29"
"C16669","C160921",,"Study Population Attribute Terminology","General Health Status",,"The state of a subject's mental or physical condition.","Health Status","Protocol CT 2024-03-29"
"C49651","C160921",,"Study Population Attribute Terminology","Healthy Volunteer","Healthy Subject","An individual who is or becomes a participant in a research study and has no significant health-related issues. (NCI)","Healthy Subject","Protocol CT 2024-03-29"
"C161318","C160921",,"Study Population Attribute Terminology","Justification of Special Population",,"An explanation with defensible proof as to the reason why a special population of subjects is included in the clinical study.","Justification of Special Population","Protocol CT 2024-03-29"
"C161317","C160921",,"Study Population Attribute Terminology","Population Rationale",,"An explanation as to the logical reasons for why a specific population of subjects is being considered for inclusion in a clinical study.","Population Rationale","Protocol CT 2024-03-29"
"C161321","C160921",,"Study Population Attribute Terminology","Reference Group","Reference Group for Study Sample Population","The study population that is defined for the purpose of comparison to the population under investigation.","Reference Group","Protocol CT 2024-03-29"
"C142728","C160921",,"Study Population Attribute Terminology","Target Study Population","Target Population","The population within the general population for which the study results can be generalized.","Target Study Population","Protocol CT 2024-03-29"
"C161322","C160921",,"Study Population Attribute Terminology","Treatment Group",,"A study population that receives an intervention(s) within a trial. This could include the investigational product(s) or a comparator (e.g., placebo or an approved intervention).","Treatment Group","Protocol CT 2024-03-29"
"C142747","C160921",,"Study Population Attribute Terminology","Vulnerable Population",,"Individuals whose willingness to volunteer in a clinical trial may be unduly influenced by the expectation, whether justified or not, of benefits associated with participation, or of a retaliatory response from senior members of a hierarchy in case of refusal to participate. Examples include subordinate members of a group with a hierarchical structure, patients with incurable diseases, persons in nursing homes, unemployed or impoverished persons, patients in emergency situations, ethnic minority groups, homeless persons, nomads, refugees, minors, and those incapable of giving consent. (ICH)","Vulnerable Subjects","Protocol CT 2024-03-29"
"C177904",,,"Study Product Administration Attribute","Study Product Administration Attribute","Study Product Administration Attribute","A terminology value set relevant to the attributes of the study product administration.","CDISC Protocol Study Product Administration Attribute Terminology","Protocol CT 2024-03-29"
"C42636","C177904",,"Study Product Administration Attribute","Dosage Form","Dose Form","The physical form in which active and/or inert ingredient(s) are presented.","Pharmaceutical Dosage Form","Protocol CT 2024-03-29"
"C142516","C177904",,"Study Product Administration Attribute","Dosage Regimen",,"The schedule of doses of an agent per unit of time, including the number of doses per given time period and the elapsed time between doses. NOTE: For example, every six hours or the time that the doses are to be given (for example, at 8 a.m. and 4 p.m. daily); and/or the amount of a medicine (the number of capsules, for example) to be given at each specific dosing time. [After AMA Manual of Style]","Dosage Regimen","Protocol CT 2024-03-29"
"C89081","C177904",,"Study Product Administration Attribute","Dose Frequency","Dosing Frequency","The number of doses administered per a specific interval.","Dose Frequency","Protocol CT 2024-03-29"
"C25488","C177904",,"Study Product Administration Attribute","Dose","Dose Level; Dose per Administration","The amount of study drug (or placebo) administered to a patient or test subject to be taken at one time or at stated intervals.","Dose","Protocol CT 2024-03-29"
"C177925","C177904",,"Study Product Administration Attribute","Justification for Dosage",,"The rationale or explanation for the planned dose(s).","Justification for Planned Dosage","Protocol CT 2024-03-29"
"C177926","C177904",,"Study Product Administration Attribute","Justification of Administration",,"The rationale or explanation for the planned mode of delivery.","Justification of Planned Administration","Protocol CT 2024-03-29"
"C38114","C177904",,"Study Product Administration Attribute","Route of Administration","Route of Administration","The pathway by which a substance is administered in order to reach the site of action in the body.","Route of Administration","Protocol CT 2024-03-29"
"C174220",,,"Study Product Attribute Terminology","Study Product Attribute Terminology","Study Product Attribute Terminology","A terminology value set relevant to the attributes of the study product.","CDISC Protocol Study Product Attribute Terminology","Protocol CT 2024-03-29"
"C176267","C174220",,"Study Product Attribute Terminology","Study Product Accountability",,"The act or process for documenting the storage, inventory tracking, and disposition of the study product.","Study Product Accountability","Protocol CT 2024-03-29"
"C176266","C174220",,"Study Product Attribute Terminology","Study Product Acquisition",,"The act or process by which the study product is obtained by the study site or investigator.","Study Product Acquisition","Protocol CT 2024-03-29"
"C176269","C174220",,"Study Product Attribute Terminology","Study Product Appearance",,"The outward or visible aspect of the study product.","Study Product Appearance","Protocol CT 2024-03-29"
"C176268","C174220",,"Study Product Attribute Terminology","Study Product Formulation",,"The composition of the study product, which may include active and inactive ingredients, dose, and dosage form.","Study Product Formulation","Protocol CT 2024-03-29"
"C176271","C174220",,"Study Product Attribute Terminology","Study Product Labeling",,"The written, printed, or graphic matter on, or accompanying, the study product or its packaging.","Study Product Labeling","Protocol CT 2024-03-29"
"C176275","C174220",,"Study Product Attribute Terminology","Study Product Manufacturer",,"The enterprise or entity that produces the study product.","Study Product Manufacturer","Protocol CT 2024-03-29"
"C176270","C174220",,"Study Product Attribute Terminology","Study Product Packaging",,"The material type and configuration used to contain the study product.","Study Product Packaging","Protocol CT 2024-03-29"
"C98768","C174220",,"Study Product Attribute Terminology","Study Product Pharmacologic Class","Pharmacologic Class","The pharmacological class of the investigational product.","Pharmacological Class of Investigational Therapy","Protocol CT 2024-03-29"
"C176274","C174220",,"Study Product Attribute Terminology","Study Product Preparation",,"Instructions for the act of making ready the study product for use or administration.","Study Product Preparation","Protocol CT 2024-03-29"
"C176273","C174220",,"Study Product Attribute Terminology","Study Product Stability",,"The parameters under which the study product retains the same properties and characteristics that it possessed at the time of its manufacture for its intended use or administration. (After Anissa W. Wong, Aruna Datla.13-Assay and Stability Testing, Editor(s): Satinder Ahuja, Michael W. Dong, Separation Science and Technology, Academic Press, Volume 6, 2005, Pages 335-358)","Study Product Stability","Protocol CT 2024-03-29"
"C176272","C174220",,"Study Product Attribute Terminology","Study Product Storage",,"The physical or environmental conditions under which the study product is maintained.","Study Product Storage","Protocol CT 2024-03-29"
"C177927","C174220",,"Study Product Attribute Terminology","Study Product Therapeutic Class","Study Product Therapeutic Category","The classification of a study product based on the disease, disorder, or condition it is intended to treat.","Study Product Therapeutic Class","Protocol CT 2024-03-29"
"C174265","C174220",,"Study Product Attribute Terminology","Study Product Type",,"The characterization or classification of the material artifact(s) that is the focus of the study.","Study Product Type","Protocol CT 2024-03-29"
"C174221",,,"Study Product Type Value Set Terminology","Study Product Type Value Set Terminology","Study Product Type Value Set Terminology","The terminology relevant to the identification of the kind of study product.","CDISC Protocol Study Product Type Value Set Terminology","Protocol CT 2024-03-29"
"C68609","C174221",,"Study Product Type Value Set Terminology","Active Comparator","Active Control","A type of control, which has a demonstrated effect, administered as a comparator to subjects in a clinical trial. [From ICH E10]","Active Comparator","Protocol CT 2024-03-29"
"C142703","C174221",,"Study Product Type Value Set Terminology","Control Product",,"A comparator product against which the study treatment is evaluated [e.g., concurrent (placebo, no treatment, dose-response, active), and external (historical, published literature)]. [After ICH E10]","Study Control","Protocol CT 2024-03-29"
"C142587","C174221",,"Study Product Type Value Set Terminology","Investigational Product","Experimental Product","A material (such as a drug, biologic, or device) produced by or resulting from a process, which is being tested in a study. This may also include a product with a marketing authorization when used or assembled (formulated or packaged) in a way different from the approved form, or when used for an unapproved indication, or when used to gain further information about an approved use. [After ICH]","Investigational Product","Protocol CT 2024-03-29"
"C49648","C174221",,"Study Product Type Value Set Terminology","Placebo Comparator","Placebo; Placebo Control","An inactive, identical-appearing drug or treatment that does not contain the test product.","Placebo Control","Protocol CT 2024-03-29"
"C116527","C174221",,"Study Product Type Value Set Terminology","Sham Comparator","Sham Intervention","A procedure or device that appears to be the same as the actual procedure or device being studied but does not contain active processes or components.","Sham Intervention","Protocol CT 2024-03-29"
"C132309",,,"Study Protocol Attribute Terminology","Study Protocol Attribute Terminology","Study Protocol Attribute Terminology","A terminology value set relevant to the attributes of the study protocol entity.","CDISC Protocol Entities Study Protocol Attribute Terminology","Protocol CT 2024-03-29"
"C132344","C132309",,"Study Protocol Attribute Terminology","Alternate Protocol Identifier",,"A unique code assigned by an affiliated governing body or other organization that identifies a specific protocol (e.g., grant number, national number).","Alternate Protocol Identifier","Protocol CT 2024-03-29"
"C132345","C132309",,"Study Protocol Attribute Terminology","Brief Protocol Title","Abbreviated Protocol Title","The short descriptive name for the protocol.","Brief Protocol Title","Protocol CT 2024-03-29"
