"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","Described Value Domain","Role","Variables Qualified","Usage Restrictions","Variable C-Code","Definition","Notes","Examples"
"SDTM v2.0","60","Findings",,"--RESLOC","Result Location of Finding","Char",,"Record Qualifier","","Not in human clinical trials","C170500","Anatomical location where the result was observed.","Location where the result was observed (as opposed to the location specified for examination). This location may have a higher degree of specificity than the location specified for examination.","""PINNA"" when --LOC is ""EAR"" \n ""LUNG, LEFT LOWER LOBE"" where --LOC is ""CHEST"" \n ""CORTEX"" when --SPEC is ""KIDNEY"""
"SDTM v2.0","61","Findings",,"--STAT","Completion Status","Char",,"Record Qualifier","",,,,"Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE"".",
"SDTM v2.0","62","Findings",,"--REASND","Reason Not Done","Char",,"Record Qualifier","",,"C82556","The explanation for why requested information was not available.","Used in conjunction with --STAT when value is ""NOT DONE"".",
"SDTM v2.0","63","Findings",,"--XFN","External File Path","Char",,"Record Qualifier","",,"C82536","The filename and/or path to external data not stored in the same format and possibly not the same location as the other data for a study.",,"A filename and/or path for an ECG waveform or a medical image."
"SDTM v2.0","64","Findings",,"--NAM","Laboratory/Vendor Name","Char",,"Record Qualifier","",,"C117200","The name of the vendor performing an assessment.",,"A laboratory name."
"SDTM v2.0","65","Findings",,"--LOINC","LOINC Code","Char",,"Record Qualifier","",,"C82502","A short sequence of characters used to represent laboratory and clinical tests within the Logical Observation Identifiers Names and Codes (LOINC) database.",,
"SDTM v2.0","66","Findings",,"--SPEC","Specimen Material Type","Char",,"Record Qualifier","",,"C70713","The type of sample material taken from a biological entity.",,"""SERUM"", ""PLASMA"", ""URINE"", ""DNA"", ""RNA"""
"SDTM v2.0","67","Findings",,"--ANTREG","Anatomical Region","Char",,"Variable Qualifier","--SPEC",,"C170983","The specific anatomical or biological region of a tissue or organ specimen.","As defined in the protocol.","A section or part of what is described in the --SPEC variable \n ""CORTEX"", ""MEDULLA"", ""MUCOSA"""
"SDTM v2.0","68","Findings",,"--SPCCND","Specimen Condition","Char",,"Record Qualifier","",,"C70714","The physical state or quality of a sample for assessment.",,"CLOUDY"
"SDTM v2.0","69","Findings",,"--SPCUFL","Specimen Usability for the Test","Char",,"Record Qualifier","",,"C171004","An indication as to whether a sample is suitable for testing.","The value will be ""N"" if the specimen is not usable, and null if the specimen is usable.",
"SDTM v2.0","70","Findings",,"--LOC","Location Used for the Measurement","Char",,"Record Qualifier","",,,,"Anatomical location of the subject relevant to the collection of the measurement.","""RECTUM"" for temperature, ""ARM"" for blood pressure"
"SDTM v2.0","71","Findings",,"--LAT","Laterality","Char",,"Variable Qualifier","--SPEC; --LOC",,,,"Qualifier for anatomical location or specimen further detailing laterality.","""RIGHT"", ""LEFT"", ""BILATERAL"""
"SDTM v2.0","72","Findings",,"--DIR","Directionality","Char",,"Variable Qualifier","--SPEC; --LOC",,,,"Qualifier for anatomical location or specimen further detailing directionality.","""ANTERIOR"", ""LOWER"", ""PROXIMAL"""
"SDTM v2.0","73","Findings",,"--PORTOT","Portion or Totality","Char",,"Variable Qualifier","--SPEC; --LOC",,,,"Qualifier for anatomical location or specimen further detailing the distribution (i.e., arrangement or apportioning of).","""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MANY"""
"SDTM v2.0","74","Findings",,"--METHOD","Method of Test or Examination","Char",,"Record Qualifier","",,,,"Method of the test or examination.","""EIA"" (enzyme immunoassay), ""ELECTROPHORESIS"", ""DIPSTICK"""
"SDTM v2.0","75","Findings",,"--RUNID","Run ID","Char",,"Record Qualifier","",,"C117058","A sequence of characters used to uniquely identify a particular run of a test on a particular batch of samples.",,
"SDTM v2.0","76","Findings",,"--ANMETH","Analysis Method","Char",,"Record Qualifier","",,,,"Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g., an image, a genetic sequence).",
"SDTM v2.0","77","Findings",,"--TMTHSN","Test Method Sensitivity","Char",,"Record Qualifier","",,,,"The sensitivity of the test methodology with respect to observation, detection, or quantification.","""LOW SENSITIVITY"", ""HIGH SENSITIVITY"", ""ULTRA-HIGH SENSITIVITY"""
"SDTM v2.0","78","Findings",,"--LEAD","Lead Identified to Collect Measurements","Char",,"Record Qualifier","",,"C170997","An electrical recording from some region of the body that represents the voltage difference between 2 electrodes.",,"""LEAD I"", ""LEAD V2"", ""LEAD CM5"""
"SDTM v2.0","79","Findings",,"--CSTATE","Consciousness State","Char",,"Record Qualifier","",,"C88429","The subject's level of consciousness.",,"""CONSCIOUS"", ""SEMI-CONSCIOUS"", ""UNCONSCIOUS"""
"SDTM v2.0","80","Findings",,"--LOBXFL","Last Observation Before Exposure Flag","Char",,"Record Qualifier","",,,,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. Result value is in --STRESC. Should be ""Y"" or null.",
"SDTM v2.0","81","Findings",,"--BLFL","Baseline Flag","Char",,"Record Qualifier","",,"C82526","An indication that the record is the sponsor-defined baseline assessment, used in study data tabulation.","Result value is in --STRESC. Should be ""Y"" or null.",
"SDTM v2.0","82","Findings",,"--FAST","Fasting Status","Char",,"Record Qualifier","",,"C93566","An indication as to whether a subject has abstained from food and liquid for a prescribed amount of time.","Valid values include ""Y"", ""N"", ""U"", or null if not relevant.",
"SDTM v2.0","83","Findings",,"--DRVFL","Derived Flag","Char",,"Record Qualifier","",,"C81197","An indication that the measurement or finding is not a collected value but is processed or computed by the sponsor from collected data.","Should be ""Y"" or null.","The average of other records used as a computed baseline."
"SDTM v2.0","84","Findings",,"--EVAL","Evaluator","Char",,"Record Qualifier","","Not in QS, FT, and clinical classifications use case of RS","C51824","The role of the person(s) providing an evaluation, appraisal, or interpretation.","Used only for results that are subjective (e.g., assigned by a person or a group).","""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"""
"SDTM v2.0","85","Findings",,"--EVALID","Evaluator Identifier","Char",,"Variable Qualifier","--EVAL","Not in QS, FT, and clinical classifications use case of RS","C117043","A sequence of characters used to uniquely identify the evaluator(s).","Used to distinguish multiple evaluators with the same role recorded in --EVAL.","""RADIOLOGIST1"", ""RADIOLOGIST2"""
"SDTM v2.0","86","Findings",,"--ACPTFL","Accepted Record Flag","Char",,"Record Qualifier","",,"C117038","An indication that a record is the endorsed assessment.","Expected values can include ""Y"", ""N"", or null. This is not intended to be an analysis flag to indicate acceptability for a given analysis.",
"SDTM v2.0","87","Findings",,"--TOX","Toxicity","Char",,"Variable Qualifier","--TOXGR",,"C27990","The standardized or dictionary-derived name for an untoward event or finding.","Sponsors should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.","An NCI CTCAE Short Name. \n ""HYPERCALCEMIA"", ""HYPOCALCEMIA"""
"SDTM v2.0","88","Findings",,"--TOXGR","Toxicity Grade","Char",,"Record Qualifier","",,"C82528","A categorical classification of the severity of an event or finding, based on a standard scale, used in study data tabulation.","Sponsors should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.","A grade from the NCI CTCAE. \n ""2"""
"SDTM v2.0","89","Findings",,"--SEV","Severity/Intensity","Char",,"Record Qualifier","",,"C25676","The quality or degree of harm associated with a finding or event, as collected.",,"""MILD"", ""MODERATE"", ""SEVERE"""
"SDTM v2.0","90","Findings",,"--CLSIG","Clinically Significant, Collected","Char",,"Record Qualifier","",,"C93532","An indication as to whether an observation is clinically significant based on judgment.","For collected assessments of clinical significance of a result.","""Y"", ""N"""
"SDTM v2.0","91","Findings",,"--DTHREL","Relationship to Death","Char",,"Record Qualifier","","Not in human clinical trials","C82563","An indication that a particular finding is related to the cause of death.",,"""Y"", ""N"", or ""U"""
"SDTM v2.0","92","Findings",,"--LLOQ","Lower Limit of Quantitation","Num",,"Variable Qualifier","--STRESC; --STRESN",,"C82589","The lowest threshold for reliably quantifying the amount of substance measured by a specific test, in standardized units.","Units will be those used for --STRESU.",
"SDTM v2.0","93","Findings",,"--ULOQ","Upper Limit of Quantitation","Num",,"Variable Qualifier","--STRESC; --STRESN",,"C85533","The highest threshold for reliably detecting the result of a specific test in standardized units.","Units will be those used for --STRESU.",
"SDTM v2.0","94","Findings",,"--REASPF","Reason Test Performed","Char",,"Record Qualifier","",,"C171003","The explanation for why a test, measurement, or assessment is executed.",,
"SDTM v2.0","95","Findings",,"--EXCLFL","Exclude from Statistics","Char",,"Record Qualifier","","Not in human clinical trials","C117045","An indication that the result is to be excluded from all calculations.","Expected to be ""Y"" or null. --EXCLFL should be null when --STAT is ""NOT DONE"".",
"SDTM v2.0","96","Findings",,"--REASEX","Reason for Exclusion from Statistics","Char",,"Record Qualifier","","Not in human clinical trials","C117057","The explanation for why a result is excluded from all calculations.","Used in conjunction with --EXCLFL when its value is ""Y"".",
"SDTM v2.0","97","Findings",,"--USCHFL","Unscheduled Flag","Char",,"Record Qualifier","","Not in human clinical trials","C170510","An indication that the performed test or observation was done at a time that was not planned.","If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are ""Y"" or null. This variable would not be needed when information on planned assessments is provided, such as when the Trial Visits (TV) and Subject Visits (SV) domains are used.",
"SDTM v2.0","98","Findings",,"--REPNUM","Repetition Number","Num",,"Record Qualifier","",,,,"The instance number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary (e.g., within a time point or within a visit).","Multiple measurements of blood pressure or multiple analyses of a sample."
"SDTM v2.0","99","Findings",,"--RSTIND","Restraint Indicator","Char",,"Record Qualifier","","Not in human clinical trials",,,"An indicator as to whether the animal was restrained during the observation period. Expected values are ""Y"" or null.",
"SDTM v2.0","100","Findings",,"--RSTMOD","Restraint Mode","Char",,"Record Qualifier","","Not in human clinical trials",,,"A description of whether the restraint was physical and/or chemical.",
"SDTM v2.0","1","Findings About",,"--OBJ","Object of the Observation","Char",,"Record Qualifier","",,,,"Used in domains modeled as Findings About Events or Findings About Interventions. Describes the event or intervention whose property is being measured in --TESTCD/--TEST.","An event of vomiting which has findings, where --OBJ=""VOMIT"" and the volume of VOMIT is being measured where --TESTCD=""VOLUME""."
"SDTM v2.0","1","Associated Persons",,"APID","Associated Persons Identifier","Char",,"Identifier","",,,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person (see Section 6.3, Pool Definition Dataset, and Section 4, Associated Persons Data).",
"SDTM v2.0","2","Associated Persons",,"RSUBJID","Related Subject or Pool Identifier","Char",,"Identifier","",,,,"Identifier for a related subject or pool of subjects. RSUBJID may be populated with the USUBJID of the related subject or the POOLID of the related pool. \n RSUBJID will be null for data about associated persons who are related to the study but not to any study subjects.",
"SDTM v2.0","3","Associated Persons",,"RDEVID","Related Device Identifier","Char",,"Identifier","",,,,"Identifier for a related device. RDEVID will be populated with the SPDEVID of the related device.",
"SDTM v2.0","4","Associated Persons",,"SREL","Subject, Device, or Study Relationship","Char",,"Identifier","",,,,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. \n If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. \n If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",
"SDTM v2.0","1","Special-Purpose","DM","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","DM","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""DM"".",
"SDTM v2.0","3","Special-Purpose","DM","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Special-Purpose","DM","SUBJID","Subject Identifier for the Study","Char",,"Topic","",,,,"Subject identifier, which must be unique within the study. Often the ID of the subject as recorded on a CRF.",
"SDTM v2.0","5","Special-Purpose","DM","RFSTDTC","Subject Reference Start Date/Time","Char","ISO 8601 datetime or interval","Record Qualifier","",,"C83395","The start date or date and time of the sponsor-defined study reference period, represented in a standardized character format.","Usually equivalent to date/time when subject was first exposed to study treatment. Required for all randomized subjects; will be null for all subjects who did not meet the milestone the date requires, such as screen failures or unassigned subjects.",
"SDTM v2.0","6","Special-Purpose","DM","RFENDTC","Subject Reference End Date/Time","Char","ISO 8601 datetime or interval","Record Qualifier","",,"C83394","The end date or date and time of the sponsor-defined study reference period, represented in a standardized character format.","Usually equivalent to the date/time when a subject was determined to have ended the trial. Often equivalent to either date/time of last exposure to study treatment or date/time of last contact with the subject. Required for all randomized subjects; null for screen failures or unassigned subjects.",
"SDTM v2.0","7","Special-Purpose","DM","RFXSTDTC","Date/Time of First Study Treatment","Char","ISO 8601 datetime or interval","Record Qualifier","",,"C170502","The start date or date and time of the first exposure to any protocol-specified treatment or therapy, represented in a standardized character format.",,
"SDTM v2.0","8","Special-Purpose","DM","RFXENDTC","Date/Time of Last Study Treatment","Char","ISO 8601 datetime or interval","Record Qualifier","",,"C170501","The end date or date and time of the last exposure to any protocol-specified treatment or therapy, represented in a standardized character format.",,
"SDTM v2.0","9","Special-Purpose","DM","RFCSTDTC","Date/Time of First Challenge Agent Admin","Char","ISO 8601 datetime or interval","Record Qualifier","",,,,"The start date or date and time of the first exposure to any protocol-specified challenge agent that induces the disease or condition that the investigational treatment is intended to cure, mitigate, treat, or prevent, represented in a standardized character format. \n Equal to the earliest value of AGSTDTC for the challenge agent.",
"SDTM v2.0","10","Special-Purpose","DM","RFCENDTC","Date/Time of Last Challenge Agent Admin","Char","ISO 8601 datetime or interval","Record Qualifier","",,,,"The end date or date and time of the last exposure to any protocol-specified challenge agent that induces the disease or condition that the investigational treatment is intended to cure, mitigate, treat, or prevent, represented in a standardized character format. \n Equal to the latest value of AGENDTC for the challenge agent.",
"SDTM v2.0","11","Special-Purpose","DM","RFICDTC","Date/Time of Informed Consent","Char","ISO 8601 datetime or interval","Record Qualifier","","Not in nonclinical trials","C117452","The date or date and time of informed consent, represented in a standardized character format.",,
"SDTM v2.0","12","Special-Purpose","DM","RFPENDTC","Date/Time of End of Participation","Char","ISO 8601 datetime or interval","Record Qualifier","","Not in nonclinical trials","C117453","The date or date and time of last contact with or information about a subject in a trial, represented in a standardized character format.","Should correspond to the last known date of contact.",
"SDTM v2.0","13","Special-Purpose","DM","DTHDTC","Date/Time of Death","Char","ISO 8601 datetime or interval","Record Qualifier","","Not in nonclinical trials","C117450","The date or date and time of death, represented in a standardized character format.","Should represent the date/time that is captured in the clinical-trial database.",
"SDTM v2.0","14","Special-Purpose","DM","DTHFL","Subject Death Flag","Char",,"Record Qualifier","","Not in nonclinical trials","C117451","An indication that the subject died.","A value of ""Y"" indicates the subject died. Should be ""Y"" or null. Should be populated even when the death date is unknown.",
"SDTM v2.0","15","Special-Purpose","DM","SITEID","Study Site Identifier","Char",,"Record Qualifier","",,"C83081","A sequence of characters used to uniquely identify the facility associated with study-specific activities.",,
"SDTM v2.0","16","Special-Purpose","DM","INVID","Investigator Identifier","Char",,"Record Qualifier","","Not in nonclinical trials",,,"An identifier to describe the Investigator for the study. May be used in addition to the SITEID. Not needed if SITEID is equivalent to INVID.",
"SDTM v2.0","17","Special-Purpose","DM","INVNAM","Investigator Name","Char",,"Synonym Qualifier","INVID","Not in nonclinical trials",,,"Name of the investigator for a site.",
"SDTM v2.0","18","Special-Purpose","DM","BRTHDTC","Date/Time of Birth","Char","ISO 8601 datetime or interval","Record Qualifier","",,"C83217","The date or date and time of birth, represented in a standardized character format.",,
"SDTM v2.0","19","Special-Purpose","DM","AGE","Age","Num",,"Record Qualifier","",,"C170981","A numeric representation of the elapsed time since birth at a specific point in time defined for the trial, used for study data tabulation.","May be derived as (RFSTDTC-BRTHDTC), but BRTHDTC may not be available in all cases (due to subject privacy concerns).",
"SDTM v2.0","20","Special-Purpose","DM","AGETXT","Age Text","Char","number-number","Record Qualifier","",,"C170982","The age at a specific point in time defined for the trial, expressed as a range.","The age of the subject at study start, as planned, expressed as a range. If an age integer value is available, then populate the age variable instead. Either the AGE or AGETXT variable should be populated, but not both.",
"SDTM v2.0","21","Special-Purpose","DM","AGEU","Age Units","Char",,"Variable Qualifier","AGE; AGETXT",,"C50400","The unit of time used to express the age, using standardized values.",,
"SDTM v2.0","22","Special-Purpose","DM","SEX","Sex","Char",,"Record Qualifier","",,,,"Sex of the subject.",
"SDTM v2.0","23","Special-Purpose","DM","RACE","Race","Char",,"Record Qualifier","","Not in nonclinical trials",,,"Race of the subject. Sponsors should refer to FDA guidance regarding the collection of race data.",
"SDTM v2.0","24","Special-Purpose","DM","ETHNIC","Ethnicity","Char",,"Record Qualifier","","Not in nonclinical trials",,,"The ethnicity of the subject. Sponsors should refer to FDA guidance regarding the collection of ethnicity data.",
"SDTM v2.0","25","Special-Purpose","DM","SPECIES","Species","Char",,"Record Qualifier","","Not in human clinical trials","C96433","The common (non-taxonomic) name for an animal used as the test system in a study.",,"""MOUSE"", ""RAT"", ""DOG"", ""MONKEY"""
"SDTM v2.0","26","Special-Purpose","DM","STRAIN","Strain/Substrain","Char",,"Record Qualifier","","Not in human clinical trials","C14419","The vendor-supplied species/strain/substrain designation for the test system under study. It may combine the species, background strain, substrain, and associated genetic modifications as supplied by the vendor (e.g. FISCHER 344, SPRAGUE-DAWLEY IGS, WISTAR Kyoto, BEAGLE, CYNOMOLGUS, RHESUS, CHIMPANZEE).",,"""C57BL/6"", ""A/J"", ""B6.129-Pparg<tm2Rev>/J"", ""FISCHER 344"", ""SPRAGUE DAWLEY IGS"", ""WISTAR Kyoto"", ""BEAGLE"", ""CYNOMOLGUS"", ""CHIMPANZEE"""
"SDTM v2.0","27","Special-Purpose","DM","SBSTRAIN","Strain/Substrain Details","Char",,"Variable Qualifier","STRAIN","Not in human clinical trials","C90460","Additional clarifying details regarding the test system under study, such as a description of a phenotypic alteration associated with the specific genetic modification captured or collected in the Strain/Substrain variable.",,
"SDTM v2.0","28","Special-Purpose","DM","ARMCD","Planned Arm Code","Char",,"Record Qualifier","",,"C83216","A short sequence of characters that represents the planned arm to which the subject was assigned.","Limited to 20 characters.",
"SDTM v2.0","29","Special-Purpose","DM","ARM","Description of Planned Arm","Char",,"Synonym Qualifier","ARMCD",,"C170984","The name of the planned arm to which the subject was assigned.",,
"SDTM v2.0","30","Special-Purpose","DM","ACTARMCD","Actual Arm Code","Char",,"Record Qualifier","","Not in nonclinical trials","C117449","A short sequence of characters that represents the arm in which the subject actually participated.","Limited to 20 characters.",
"SDTM v2.0","31","Special-Purpose","DM","ACTARM","Description of Actual Arm","Char",,"Synonym Qualifier","ACTARMCD","Not in nonclinical trials","C117448","The name of the arm in which the subject actually participated.",,
"SDTM v2.0","32","Special-Purpose","DM","ARMNRS","Reason Arm and/or Actual Arm is Null","Char",,"Record Qualifier","",,,,"The reason why the actual arm variables are null or why both the planned and actual arm variables are null. It is assumed that if the arm and actual arm variables are null, the same reason applies to both.","""SCREEN FAILURE"", ""NOT ASSIGNED"", ""NOT TREATED"", ""UNPLANNED TREATMENT"""
"SDTM v2.0","33","Special-Purpose","DM","ACTARMUD","Description of Unplanned Actual Arm","Char",,"Record Qualifier","",,,,"A description of actual treatment for a subject who did not receive treatment described in one of the planned trial arms.",
"SDTM v2.0","34","Special-Purpose","DM","SETCD","Set Code","Char",,"Record Qualifier","",,"C117457","The standardized or dictionary-derived short sequence of characters used to represent the trial set.","Defined by the sponsor (see Section 5.1.2, Trial Sets). Maximum of 8 characters. This represents the code for the trial set for which parameters are being submitted.",
"SDTM v2.0","35","Special-Purpose","DM","RPATHCD","Planned Repro Path Code","Char",,"Record Qualifier","","Not in human clinical trials","C170503","A short sequence of characters that represents the planned reproductive path to which the subject was assigned.","Limited to 20 characters.",
"SDTM v2.0","36","Special-Purpose","DM","COUNTRY","Country","Char","ISO 3166-1 Alpha-3","Record Qualifier","","Not in nonclinical trials","C170990","The country in which the investigational site is located.",,
"SDTM v2.0","37","Special-Purpose","DM","DMDTC","Date/Time of Collection","Char","ISO 8601 datetime or interval","Timing","",,"C83243","The date or date and time of demographic data collection, represented in a standardized character format.",,
"SDTM v2.0","38","Special-Purpose","DM","DMDY","Study Day of Collection","Num",,"Timing","",,"C83244","The actual study day of demographic data collection derived relative to the sponsor-defined reference start date.","The sponsor-defined reference start date is RFSTDTC.",
"SDTM v2.0","1","Special-Purpose","CO","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","CO","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""CO"".",
"SDTM v2.0","3","Special-Purpose","CO","RDOMAIN","Related Domain Abbreviation","Char",,"Record Qualifier","",,,,"Domain abbreviation of the parent record(s). Null for records collected on general comments or additional information section of CRF.",
"SDTM v2.0","4","Special-Purpose","CO","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","5","Special-Purpose","CO","POOLID","Pool Identifier","Char",,"Identifier","",,"C117053","A sequence of characters used to uniquely identify a group of subjects that have been pooled together.","The result is not assignable to any one individual.",
"SDTM v2.0","6","Special-Purpose","CO","SPDEVID","Sponsor Device Identifier","Char",,"Identifier","",,"C117060","A sequence of characters used by the sponsor to uniquely identify a specific device.",,
"SDTM v2.0","7","Special-Purpose","CO","COSEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number to ensure uniqueness within the dataset.",
"SDTM v2.0","8","Special-Purpose","CO","IDVAR","Identifying Variable","Char",,"Record Qualifier","",,,,"Identifying variable in the parent dataset that identifies the record(s) to which the comment applies (e.g., AESEQ, CMGRPID). Used only when individual comments are related to domain records. Null for comments collected on separate CRFs.",
"SDTM v2.0","9","Special-Purpose","CO","IDVARVAL","Identifying Variable Value","Char",,"Record Qualifier","",,,,"Value of identifying variable of the parent record(s). Null for comments collected on separate CRFs.",
"SDTM v2.0","10","Special-Purpose","CO","COREF","Comment Reference","Char",,"Record Qualifier","",,,,"Sponsor-defined reference associated with the comment.","A CRF page number (e.g., 650), a module name (e.g., ""DEMOG""), or a combination of information that identifies the reference (e.g., ""650-VITALS-VISIT 2"")"
"SDTM v2.0","11","Special-Purpose","CO","COVAL","Comment","Char",,"Topic","",,,,"The text of the comment. Text over 200 characters can be added to additional columns COVAL1-COVALn.",
"SDTM v2.0","12","Special-Purpose","CO","COEVAL","Evaluator","Char",,"Record Qualifier","",,,,"Used to describe the originator of the comment.","CENTRAL REVIEWER"
"SDTM v2.0","13","Special-Purpose","CO","COEVALID","Evaluator Identifier","Char",,"Variable Qualifier","COEVAL",,,,"Used to distinguish multiple evaluators with the same role recorded in --EVAL.","""RADIOLOGIST1"", ""RADIOLOGIST2"""
"SDTM v2.0","14","Special-Purpose","CO","CODTC","Date/Time of Comment","Char","ISO 8601 datetime or interval","Timing","",,,,"Date or date and time of comment on dedicated comment form, if collected. Should be null if this is a child record of another domain or if comment date was not collected.",
"SDTM v2.0","15","Special-Purpose","CO","CODY","Study Day of Comment","Num",,"Timing","",,,,"Actual study day of the comment, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",
"SDTM v2.0","1","Special-Purpose","SE","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","SE","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""SE"".",
"SDTM v2.0","3","Special-Purpose","SE","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Special-Purpose","SE","SESEQ","Sequence Number","Num",,"Identifier","",,,,"Sequence number to ensure uniqueness within the dataset. Should be assigned to be in a consistent chronological order.",
"SDTM v2.0","5","Special-Purpose","SE","ETCD","Element Code","Char",,"Topic","",,,,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",
"SDTM v2.0","6","Special-Purpose","SE","ELEMENT","Description of Element","Char",,"Synonym Qualifier","ETCD",,,,"The name of the element. If ETCD has a value of ""UNPLAN"" then ELEMENT should be null.",
"SDTM v2.0","7","Special-Purpose","SE","TAETORD","Planned Order of Element within Arm","Num",,"Timing","",,"C83438","An assigned numeric identifier that gives the planned order of the element within the trial arm of the study.","Value for the element within the subject's assigned arm.",
"SDTM v2.0","8","Special-Purpose","SE","EPOCH","Epoch","Char",,"Timing","",,"C71738","A time period defined in the protocol with a study-specific purpose.","Value for the element within the subject's assigned arm.",
"SDTM v2.0","9","Special-Purpose","SE","SESTDTC","Start Date/Time of Element","Char","ISO 8601 datetime or interval","Timing","",,,,"Start date or start date and time for an element for each subject.",
"SDTM v2.0","10","Special-Purpose","SE","SEENDTC","End Date/Time of Element","Char","ISO 8601 datetime or interval","Timing","",,,,"End date/time of an element for each subject.",
"SDTM v2.0","11","Special-Purpose","SE","SESTDY","Study Day of Start of Element","Num",,"Timing","",,,,"Study day of start of element relative to the sponsor-defined RFSTDTC.",
"SDTM v2.0","12","Special-Purpose","SE","SEENDY","Study Day of End of Element","Num",,"Timing","",,,,"Study day of end of element relative to the sponsor-defined RFSTDTC. \n",
"SDTM v2.0","13","Special-Purpose","SE","SEUPDES","Description of Unplanned Element","Char",,"Synonym Qualifier","ETCD",,,,"Description of what happened to the subject during an unplanned element. Used only if ETCD has the value of ""UNPLAN"".",
"SDTM v2.0","1","Special-Purpose","SJ","STUDYID","Study Identifier","Char",,"Identifier","",,"C83082","A sequence of characters used by the sponsor to uniquely identify the study.",,
"SDTM v2.0","2","Special-Purpose","SJ","DOMAIN","Domain Abbreviation","Char",,"Identifier","",,"C49558","An abbreviation for a collection of observations, with a topic-specific commonality.","2-character abbreviation, which must be ""SJ"".",
"SDTM v2.0","3","Special-Purpose","SJ","USUBJID","Unique Subject Identifier","Char",,"Identifier","",,"C69256","A sequence of characters used to uniquely identify a subject across all studies for all applications or submissions involving the product.",,
"SDTM v2.0","4","Special-Purpose","SJ","SJSEQ","Sequence Number","Num",,"Identifier","","Not in human clinical trials",,,"Sequence number to ensure uniqueness within the dataset. Should be assigned to be in a consistent chronological order.",
"SDTM v2.0","5","Special-Purpose","SJ","RSTGCD","Repro Stage Code","Char",,"Topic","","Not in human clinical trials",,,"Short name of the Repro Stage used for programming and sorting. Maximum 8 characters.",
"SDTM v2.0","6","Special-Purpose","SJ","RSTAGE","Description of Repro Stage","Char",,"Synonym Qualifier","RSTGCD","Not in human clinical trials",,,"The name of the Repro Stage. If RSTGCD has a value of ""UNPLAN"" then RSTAGE should be null.",
"SDTM v2.0","7","Special-Purpose","SJ","SJSTDTC","Start Date/Time of Repro Stage","Char","ISO 8601 datetime or interval","Timing","","Not in human clinical trials",,,"Start date or start date and time for a Repro Stage for each subject.",
"SDTM v2.0","8","Special-Purpose","SJ","SJENDTC","End Date/Time of Repro Stage","Char","ISO 8601 datetime or interval","Timing","","Not in human clinical trials",,,"End date/time for a Repro Stage for each subject.",
"SDTM v2.0","9","Special-Purpose","SJ","RPHASE","Repro Phase","Char",,"Timing","","Not in human clinical trials",,,"Name of the reproductive phase with which this Repro Stage of the Repro Path is associated.",
