"Code","Codelist Code","Codelist Extensible (Yes/No)","Codelist Name","CDISC Submission Value","CDISC Synonym(s)","CDISC Definition","NCI Preferred Term","Standard and Date"
"C215554","C207430",,"DDF Masking Attribute Terminology","Masked Indicator",,"An indication as to whether the study role is masked.","Study Role Masked Indicator","DDF CT 2025-09-26"
"C215553","C207430",,"DDF Masking Attribute Terminology","Masking Text",,"An instance of unstructured text that represents how the masking is performed and maintained.","Masking Text","DDF CT 2025-09-26"
"C215470",,"No","DDF Medical Device Attribute Terminology","DDF Medical Device Attribute Terminology","DDF Medical Device Attribute Terminology","A terminology value set relevant to the attributes of the medical device.","CDISC DDF Medical Device Attribute Terminology","DDF CT 2025-09-26"
"C215617","C215470",,"DDF Medical Device Attribute Terminology","Hardware Version",,"A form or variant of hardware; one of a sequence of copies of the physical components from which a computer is constructed, each incorporating new modifications.","Hardware Version","DDF CT 2025-09-26"
"C215615","C215470",,"DDF Medical Device Attribute Terminology","Medical Device Description",,"A narrative representation of the medical device.","Medical Device Description","DDF CT 2025-09-26"
"C215616","C215470",,"DDF Medical Device Attribute Terminology","Medical Device Label",,"The short descriptive designation for the medical device.","Medical Device Label","DDF CT 2025-09-26"
"C215614","C215470",,"DDF Medical Device Attribute Terminology","Medical Device Name",,"The literal identifier (i.e., distinctive designation) of the medical device.","Medical Device Name","DDF CT 2025-09-26"
"C215618","C215470",,"DDF Medical Device Attribute Terminology","Medical Device Notes",,"A brief written record relevant to the medical device.","Medical Device Note","DDF CT 2025-09-26"
"C215619","C215470",,"DDF Medical Device Attribute Terminology","Medical Device Sourcing",,"An indication as to whether the medical device is obtained from a local or central source.","Medical Device Sourcing Indicator","DDF CT 2025-09-26"
"C111093","C215470",,"DDF Medical Device Attribute Terminology","Software Version","Software Version","A form or variant of software; one of a sequence of copies of a software program, each incorporating new modifications. (NCI)","Software Version","DDF CT 2025-09-26"
"C215471",,"No","DDF Medical Device Identifier Attribute Terminology","DDF Medical Device Identifier Attribute Terminology","DDF Medical Device Identifier Attribute Terminology","A terminology value set relevant to the attributes of the medical device identifier.","CDISC DDF Medical Device Identifier Attribute Terminology","DDF CT 2025-09-26"
"C215620","C215471",,"DDF Medical Device Identifier Attribute Terminology","Medical Device Identifier Text",,"An instance of structured text that represents the medical device identifier.","Medical Device Identifier Text","DDF CT 2025-09-26"
"C215621","C215471",,"DDF Medical Device Identifier Attribute Terminology","Medical Device Identifier Type",,"A characterization or classification of the medical device identifier.","Medical Device Identifier Type","DDF CT 2025-09-26"
"C207426",,"No","DDF Narrative Content Attribute Terminology","DDF Narrative Content Attribute Terminology","DDF Narrative Content Attribute Terminology","A terminology value set relevant to the attributes of the narrative content.","CDISC DDF Narrative Content Attribute Terminology","DDF CT 2025-09-26"
"C207507","C207426",,"DDF Narrative Content Attribute Terminology","Narrative Content Name",,"The literal identifier (i.e., distinctive designation) of the narrative content.","Narrative Content Name","DDF CT 2025-09-26"
"C215535","C207426",,"DDF Narrative Content Attribute Terminology","Narrative Content Section Number Display Indicator",,"An indication as to whether the section number is to be displayed in the document containing narrative content.","Narrative Content Section Number Display Indicator","DDF CT 2025-09-26"
"C207509","C207426",,"DDF Narrative Content Attribute Terminology","Narrative Content Section Number",,"The numeric identifier assigned to a particular document section containing narrative content.","Narrative Content Section Number","DDF CT 2025-09-26"
"C215534","C207426",,"DDF Narrative Content Attribute Terminology","Narrative Content Section Title Display Indicator",,"An indication as to whether the section title is to be displayed in the document containing narrative content.","Narrative Content Section Title Display Indicator","DDF CT 2025-09-26"
"C207510","C207426",,"DDF Narrative Content Attribute Terminology","Narrative Content Section Title",,"An identifying designation for the document section containing narrative content.","Narrative Content Section Title","DDF CT 2025-09-26"
"C215453",,"No","DDF Narrative Content Item Attribute Terminology","DDF Narrative Content Item Attribute Terminology","DDF Narrative Content Item Attribute Terminology","A terminology value set relevant to the attributes of the narrative content item.","CDISC DDF Narrative Content Item Attribute Terminology","DDF CT 2025-09-26"
"C215557","C215453",,"DDF Narrative Content Item Attribute Terminology","Narrative Content Item Name",,"The literal identifier (i.e., distinctive designation) of the narrative content item.","Narrative Content Item Name","DDF CT 2025-09-26"
"C215558","C215453",,"DDF Narrative Content Item Attribute Terminology","Narrative Content Item Text",,"An instance of unstructured text that represents the narrative content item.","Narrative Content Item Text","DDF CT 2025-09-26"
"C188707",,"No","DDF Objective Attribute Terminology","DDF Objective Attribute Terminology","DDF Objective Attribute Terminology","A terminology value set relevant to the attributes of the objective.","CDISC DDF Objective Attribute Terminology","DDF CT 2025-09-26"
"C215513","C188707",,"DDF Objective Attribute Terminology","Objective Notes",,"A brief written record relevant to the study objective.","Study Objective Note","DDF CT 2025-09-26"
"C94090","C188707",,"DDF Objective Attribute Terminology","Study Objective Description",,"A narrative representation of the study objective.","Study Objective Description","DDF CT 2025-09-26"
"C207511","C188707",,"DDF Objective Attribute Terminology","Study Objective Label",,"The short descriptive designation for the study objective.","Study Objective Label","DDF CT 2025-09-26"
"C188823","C188707",,"DDF Objective Attribute Terminology","Study Objective Level",,"A characterization or classification of the study objective that determines its category of importance relative to other study objectives.","Study Objective Level","DDF CT 2025-09-26"
"C207512","C188707",,"DDF Objective Attribute Terminology","Study Objective Name",,"The literal identifier (i.e., distinctive designation) of the study objective.","Study Objective Name","DDF CT 2025-09-26"
"C207513","C188707",,"DDF Objective Attribute Terminology","Study Objective Text",,"An instance of structured text that represents the study objective.","Study Objective Text","DDF CT 2025-09-26"
"C215474",,"No","DDF Observational Study Design Attribute Terminology","DDF Observational Study Design Attribute Terminology","DDF Observational Study Design Attribute Terminology","A terminology value set relevant to the attributes of the observational study design.","CDISC DDF Observational Study Design Attribute Terminology","DDF CT 2025-09-26"
"C147138","C215474",,"DDF Observational Study Design Attribute Terminology","Observation Study Design Model Type","Observation Model","The general design of the strategy for identifying and following up with participants during observational studies. (clinicaltrials.gov)","Observational Study Model","DDF CT 2025-09-26"
"C215642","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Characteristics",,"The distinguishing qualities or prominent aspects of an observational study design.","Observational Study Design Characteristics","DDF CT 2025-09-26"
"C215637","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Description",,"A narrative representation of the observational study design.","Observational Study Design Description","DDF CT 2025-09-26"
"C215638","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Label",,"The short descriptive designation for the observational study design.","Observational Study Design Label","DDF CT 2025-09-26"
"C215636","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Name",,"The literal identifier (i.e., distinctive designation) of the observational study design.","Observational Study Design Name","DDF CT 2025-09-26"
"C215644","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Notes",,"A brief written record relevant to the observational study design.","Observational Study Design Note","DDF CT 2025-09-26"
"C215639","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Rationale",,"Reason(s) for choosing the observational study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design.","Observational Study Design Rationale","DDF CT 2025-09-26"
"C215640","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Study Phase",,"The study phase associated with the observational study design.","Observational Study Design Study Phase","DDF CT 2025-09-26"
"C215641","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Study Type",,"The study type associated with the observational study design.","Observational Study Design Study Type","DDF CT 2025-09-26"
"C215643","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Design Therapeutic Areas",,"A categorization of a disease, disorder, or other condition based on common characteristics and often associated with a medical specialty focusing on research and development of specific therapeutic interventions for the purpose of treatment and prevention, which is associated with the observational study design.","Observational Study Design Therapeutic Area","DDF CT 2025-09-26"
"C126067","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Sampling Method","Observational Study Sampling Method","The sampling method used to assign study participants into groups or cohorts within an observational study.","Observational Study Sampling Method","DDF CT 2025-09-26"
"C215635","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Study Type",,"The nature of the observational study for which information is being collected.","Observational Study Type","DDF CT 2025-09-26"
"C126065","C215474",,"DDF Observational Study Design Attribute Terminology","Observational Time Perspective","Observational Time Perspective","The temporal relationship between the observation period and time of subject enrollment. (ClinicalTrials.gov)","Observational Time Perspective of Study","DDF CT 2025-09-26"
"C188702",,"No","DDF Organization Attribute Terminology","DDF Organization Attribute Terminology","DDF Organization Attribute Terminology","A terminology value set relevant to the attributes of the organization.","CDISC DDF Organization Attribute Terminology","DDF CT 2025-09-26"
"C188819","C188702",,"DDF Organization Attribute Terminology","Identifier Provider Organization Name",,"The name of the organization that provides the identifier for the entity.","Identifier Provider Organization Name","DDF CT 2025-09-26"
"C93401","C188702",,"DDF Organization Attribute Terminology","Organization Identifier",,"A unique symbol that establishes identity of the organization. (BRIDG)","Organization Identifier","DDF CT 2025-09-26"
"C207514","C188702",,"DDF Organization Attribute Terminology","Organization Label",,"The short descriptive designation for the organization.","Organization Label","DDF CT 2025-09-26"
"C93874","C188702",,"DDF Organization Attribute Terminology","Organization Name",,"A non-unique textual identifier for the organization. (BRIDG)","Organization Name","DDF CT 2025-09-26"
"C188820","C188702",,"DDF Organization Attribute Terminology","Organization Type",,"A characterization or classification of the formalized group of persons or other organizations collected together for a common purpose (such as administrative, legal, political) and the infrastructure to carry out that purpose.","Organization Type","DDF CT 2025-09-26"
"C207431",,"No","DDF Parameter Map Attribute Terminology","DDF Parameter Map Attribute Terminology","DDF Parameter Map Attribute Terminology","A terminology value set relevant to the attributes of the parameter map.","CDISC DDF Parameter Map Attribute Terminology","DDF CT 2025-09-26"
"C207516","C207431",,"DDF Parameter Map Attribute Terminology","Programming Tag Reference",,"The reference for a tag used in programming languages, such as a markup language (e.g., HTML, XML), to store attributes and elements.","Programming Tag Reference","DDF CT 2025-09-26"
"C207515","C207431",,"DDF Parameter Map Attribute Terminology","Programming Tag",,"Character strings bounded by angle brackets that act as containers for programming language elements.","Programming Tag","DDF CT 2025-09-26"
"C216965",,"No","DDF Person Name Terminology","DDF Person Name Attribute Terminology","DDF Person Name Terminology","A terminology value set relevant to the attributes of the person name.","CDISC DDF Person Name Attribute Terminology","DDF CT 2025-09-26"
"C40975","C216965",,"DDF Person Name Terminology","Person Family Name","Person Surname","A word or group of words indicating a person's last (family) name.","Last Name","DDF CT 2025-09-26"
"C40974","C216965",,"DDF Person Name Terminology","Person Given Name",,"A word or group of words indicating a person's first (personal or given) name; the name that precedes the surname.","First Name","DDF CT 2025-09-26"
"C217002","C216965",,"DDF Person Name Terminology","Person Name Prefix",,"An affix occurring at the start of the person name string, usually denoting a title or honorific.","Person Name Prefix","DDF CT 2025-09-26"
"C217003","C216965",,"DDF Person Name Terminology","Person Name Suffix",,"An affix occurring at the end of the person name, usually denoting educational or professional degrees and certifications, and/or filial rank.","Person Name Suffix","DDF CT 2025-09-26"
"C217001","C216965",,"DDF Person Name Terminology","Person Name Text","Human Name Text","An instance of structured text that represents the person's full name.","Person Name Text","DDF CT 2025-09-26"
"C207432",,"No","DDF Population Definition Attribute Terminology","DDF Population Definition Attribute Terminology","DDF Population Definition Attribute Terminology","A terminology value set relevant to the attributes of the population definition.","CDISC DDF Population Definition Attribute Terminology","DDF CT 2025-09-26"
"C207517","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Description",,"A narrative representation of the population definition.","Population Definition Description","DDF CT 2025-09-26"
"C207518","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Includes Healthy Subjects Indicator",,"An indication as to whether the population definition includes healthy subjects, that is, subjects without the disease or condition under study.","Population Definition Includes Healthy Subjects Indicator","DDF CT 2025-09-26"
"C207519","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Label",,"The short descriptive designation for the population definition.","Population Definition Label","DDF CT 2025-09-26"
"C207520","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Name",,"The literal identifier (i.e., distinctive designation) of the population definition.","Population Definition Name","DDF CT 2025-09-26"
"C215551","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Notes",,"A brief written record relevant to the population definition.","Population Definition Note","DDF CT 2025-09-26"
"C207701","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Planned Age",,"The anticipated age of subjects within the population definition.","Population Definition Planned Age","DDF CT 2025-09-26"
"C207521","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Planned Completion Number",,"The value representing the planned number of subjects that must complete the study in order to meet the objectives and endpoints of the study, within the population definition.","Population Definition Planned Completion Number","DDF CT 2025-09-26"
"C207522","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Planned Enrollment Number",,"The value representing the planned number of subjects to be entered in a clinical trial, within the population definition.","Population Definition Planned Enrollment Number","DDF CT 2025-09-26"
"C207523","C207432",,"DDF Population Definition Attribute Terminology","Population Definition Planned Sex",,"The protocol-defined sex within the population definition.","Population Definition Planned Sex","DDF CT 2025-09-26"
"C188716",,"No","DDF Procedure Attribute Terminology","DDF Procedure Attribute Terminology","DDF Procedure Attribute Terminology","A terminology value set relevant to the attributes of the procedure.","CDISC DDF Procedure Attribute Terminology","DDF CT 2025-09-26"
"C154626","C188716",,"DDF Procedure Attribute Terminology","Procedure Code",,"A symbol or combination of symbols which is assigned to medical procedure.","Procedure Code","DDF CT 2025-09-26"
"C201324","C188716",,"DDF Procedure Attribute Terminology","Procedure Description",,"A narrative representation of the procedure.","Procedure Description","DDF CT 2025-09-26"
"C207524","C188716",,"DDF Procedure Attribute Terminology","Procedure Label",,"The short descriptive designation for the procedure.","Procedure Label","DDF CT 2025-09-26"
"C201325","C188716",,"DDF Procedure Attribute Terminology","Procedure Name",,"The literal identifier (i.e., distinctive designation) of the procedure.","Procedure Name","DDF CT 2025-09-26"
"C215520","C188716",,"DDF Procedure Attribute Terminology","Procedure Notes",,"A brief written record relevant to the procedure.","Procedure Note","DDF CT 2025-09-26"
"C188848","C188716",,"DDF Procedure Attribute Terminology","Procedure Type",,"A characterization or classification of the study procedure.","Study Procedure Type","DDF CT 2025-09-26"
"C215472",,"No","DDF Product Organization Role Attribute Terminology","DDF Product Organization Role Attribute Terminology","DDF Product Organization Role Attribute Terminology","A terminology value set relevant to the attributes of the product organization role.","CDISC DDF Product Organization Role Attribute Terminology","DDF CT 2025-09-26"
"C215625","C215472",,"DDF Product Organization Role Attribute Terminology","Product Organization Role Code",,"A symbol or combination of symbols which is assigned to the product organization role.","Product Organization Role Code","DDF CT 2025-09-26"
"C215623","C215472",,"DDF Product Organization Role Attribute Terminology","Product Organization Role Description",,"A narrative representation of the product organization role.","Product Organization Role Description","DDF CT 2025-09-26"
"C215624","C215472",,"DDF Product Organization Role Attribute Terminology","Product Organization Role Label",,"The short descriptive designation for the product organization role.","Product Organization Role Label","DDF CT 2025-09-26"
"C215622","C215472",,"DDF Product Organization Role Attribute Terminology","Product Organization Role Name",,"The literal identifier (i.e., distinctive designation) of the product organization role.","Product Organization Role Name","DDF CT 2025-09-26"
"C207433",,"No","DDF Quantity Attribute Terminology","DDF Quantity Attribute Terminology","DDF Quantity Attribute Terminology","A terminology value set relevant to the attributes of the quantity.","CDISC DDF Quantity Attribute Terminology","DDF CT 2025-09-26"
"C44258","C207433",,"DDF Quantity Attribute Terminology","Quantity Unit",,"The type of unit of measure being used to express a quantity.","Unit of Quantity","DDF CT 2025-09-26"
"C25712","C207433",,"DDF Quantity Attribute Terminology","Quantity Value",,"A numerical quantity measured or assigned or computed.","Value","DDF CT 2025-09-26"
"C207434",,"No","DDF Range Attribute Terminology","DDF Range Attribute Terminology","DDF Range Attribute Terminology","A terminology value set relevant to the attributes of the range.","CDISC DDF Range Attribute Terminology","DDF CT 2025-09-26"
"C25564","C207434",,"DDF Range Attribute Terminology","Maximum Value",,"The largest value in quantity or degree in a set of values.","Maximum","DDF CT 2025-09-26"
"C25570","C207434",,"DDF Range Attribute Terminology","Minimum Value",,"The smallest value in quantity or degree in a set of values.","Minimum","DDF CT 2025-09-26"
"C207525","C207434",,"DDF Range Attribute Terminology","Value Range is Approximate Indicator",,"An indication as to whether the value range is almost, but not quite, exact.","Value Range is Approximate Indicator","DDF CT 2025-09-26"
"C215457",,"No","DDF Reference Identifier Attribute Terminology","DDF Reference Identifier Attribute Terminology","DDF Reference Identifier Attribute Terminology","A terminology value set relevant to the attributes of the reference identifier.","CDISC DDF Reference Identifier Attribute Terminology","DDF CT 2025-09-26"
"C215572","C215457",,"DDF Reference Identifier Attribute Terminology","Reference Identifier Text",,"An instance of structured text that represents the reference identifier.","Reference Identifier Text","DDF CT 2025-09-26"
"C215571","C215457",,"DDF Reference Identifier Attribute Terminology","Reference Identifier Type",,"A characterization or classification of the reference identifier.","Reference Identifier Type","DDF CT 2025-09-26"
"C201258",,"No","DDF Response Code Attribute Terminology","DDF Response Code Attribute Terminology","DDF Response Code Attribute Terminology","A terminology value set relevant to the attributes of the response code.","CDISC DDF Response Code Attribute Terminology","DDF CT 2025-09-26"
"C201330","C201258",,"DDF Response Code Attribute Terminology","Response Code Enabled Indicator",,"An indication as to whether the response code is activated for use within a given usage context.","Response Code Enabled Indicator","DDF CT 2025-09-26"
"C216999","C201258",,"DDF Response Code Attribute Terminology","Response Code Label",,"The short descriptive designation for the response code.","Response Code Label","DDF CT 2025-09-26"
"C216998","C201258",,"DDF Response Code Attribute Terminology","Response Code Name",,"The literal identifier (i.e., distinctive designation) of the response code.","Response Code Name","DDF CT 2025-09-26"
"C217013","C201258",,"DDF Response Code Attribute Terminology","Response Code Value",,"The literal value of a response code.","Response Code Value","DDF CT 2025-09-26"
"C201259",,"No","DDF Schedule Timeline Attribute Terminology","DDF Schedule Timeline Attribute Terminology","DDF Schedule Timeline Attribute Terminology","A terminology value set relevant to the attributes of the schedule timeline.","CDISC DDF Schedule Timeline Attribute Terminology","DDF CT 2025-09-26"
"C201331","C201259",,"DDF Schedule Timeline Attribute Terminology","Main Timeline Indicator",,"An indication as to whether the timeline or timeline component is part of the central or principal timeline.","Main Timeline Indicator","DDF CT 2025-09-26"
"C201332","C201259",,"DDF Schedule Timeline Attribute Terminology","Schedule Timeline Description",,"A narrative representation of the schedule timeline.","Schedule Timeline Description","DDF CT 2025-09-26"
"C201333","C201259",,"DDF Schedule Timeline Attribute Terminology","Schedule Timeline Entry Condition",,"A logical evaluation on which rests the validity of entry into a schedule timeline.","Schedule Timeline Entry Condition","DDF CT 2025-09-26"
"C207530","C201259",,"DDF Schedule Timeline Attribute Terminology","Schedule Timeline Label",,"The short descriptive designation for the schedule timeline.","Schedule Timeline Label","DDF CT 2025-09-26"
"C201334","C201259",,"DDF Schedule Timeline Attribute Terminology","Schedule Timeline Name",,"The literal identifier (i.e., distinctive designation) of the schedule timeline.","Schedule Timeline Name","DDF CT 2025-09-26"
"C217012","C201259",,"DDF Schedule Timeline Attribute Terminology","Scheduled Timeline Planned Duration",,"The period of time over which the scheduled timeline is intended to take place.","Schedule Timeline Planned Duration","DDF CT 2025-09-26"
"C207436",,"No","DDF Scheduled Activity Instance Attribute Terminology","DDF Scheduled Activity Instance Attribute Terminology","DDF Scheduled Activity Instance Attribute Terminology","A terminology value set relevant to the attributes of the scheduled activity instance.","CDISC DDF Scheduled Activity Instance Attribute Terminology","DDF CT 2025-09-26"
"C207531","C207436",,"DDF Scheduled Activity Instance Attribute Terminology","Scheduled Activity Instance Description",,"A narrative representation of the scheduled activity instance.","Scheduled Activity Instance Description","DDF CT 2025-09-26"
"C207532","C207436",,"DDF Scheduled Activity Instance Attribute Terminology","Scheduled Activity Instance Label",,"The short descriptive designation for the scheduled activity instance.","Scheduled Activity Instance Label","DDF CT 2025-09-26"
"C207533","C207436",,"DDF Scheduled Activity Instance Attribute Terminology","Scheduled Activity Instance Name",,"The literal identifier (i.e., distinctive designation) of the scheduled activity instance.","Scheduled Activity Instance Name","DDF CT 2025-09-26"
"C201260",,"No","DDF Scheduled Decision Instance Attribute Terminology","DDF Scheduled Decision Instance Attribute Terminology","DDF Scheduled Decision Instance Attribute Terminology","A terminology value set relevant to the attributes of the scheduled decision instance.","CDISC DDF Scheduled Decision Instance Attribute Terminology","DDF CT 2025-09-26"
"C207534","C201260",,"DDF Scheduled Decision Instance Attribute Terminology","Scheduled Decision Instance Description",,"A narrative representation of the scheduled Decision instance.","Scheduled Decision Instance Description","DDF CT 2025-09-26"
"C207535","C201260",,"DDF Scheduled Decision Instance Attribute Terminology","Scheduled Decision Instance Label",,"The short descriptive designation for the scheduled Decision instance.","Scheduled Decision Instance Label","DDF CT 2025-09-26"
"C207536","C201260",,"DDF Scheduled Decision Instance Attribute Terminology","Scheduled Decision Instance Name",,"The literal identifier (i.e., distinctive designation) of the scheduled Decision instance.","Scheduled Decision Instance Name","DDF CT 2025-09-26"
"C201261",,"No","DDF Scheduled Instance Attribute Terminology","DDF Scheduled Instance Attribute Terminology","DDF Scheduled Instance Attribute Terminology","A terminology value set relevant to the attributes of the scheduled instance.","CDISC DDF Scheduled Instance Attribute Terminology","DDF CT 2025-09-26"
"C207453","C201261",,"DDF Scheduled Instance Attribute Terminology","Scheduled Instance Description",,"A narrative representation of the scheduled instance.","Scheduled Instance Description","DDF CT 2025-09-26"
"C207454","C201261",,"DDF Scheduled Instance Attribute Terminology","Scheduled Instance Label",,"The short descriptive designation for the scheduled instance.","Scheduled Instance Label","DDF CT 2025-09-26"
"C207455","C201261",,"DDF Scheduled Instance Attribute Terminology","Scheduled Instance Name",,"The literal identifier (i.e., distinctive designation) of the scheduled instance.","Scheduled Instance Name","DDF CT 2025-09-26"
"C215463",,"No","DDF Strength Attribute Terminology","DDF Strength Attribute Terminology","DDF Strength Attribute Terminology","A terminology value set relevant to the attributes of the strength.","CDISC DDF Strength Attribute Terminology","DDF CT 2025-09-26"
"C80489","C215463",,"DDF Strength Attribute Terminology","Denominator",,"The divisor of a fraction.","Denominator","DDF CT 2025-09-26"
"C80490","C215463",,"DDF Strength Attribute Terminology","Numerator",,"The dividend of a fraction.","Numerator","DDF CT 2025-09-26"
"C215591","C215463",,"DDF Strength Attribute Terminology","Substance Strength Description",,"A narrative representation of the substance strength.","Substance Strength Description","DDF CT 2025-09-26"
"C215592","C215463",,"DDF Strength Attribute Terminology","Substance Strength Label",,"The short descriptive designation for the substance strength.","Substance Strength Label","DDF CT 2025-09-26"
"C215590","C215463",,"DDF Strength Attribute Terminology","Substance Strength Name",,"The literal identifier (i.e., distinctive designation) of the substance strength.","Substance Strength Name","DDF CT 2025-09-26"
"C207437",,"No","DDF Study Amendment Attribute Terminology","DDF Study Amendment Attribute Terminology","DDF Study Amendment Attribute Terminology","A terminology value set relevant to the attributes of the study amendment.","CDISC DDF Study Amendment Attribute Terminology","DDF CT 2025-09-26"
"C216996","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Description",,"A narrative representation of the study amendment.","Study Amendment Description","DDF CT 2025-09-26"
"C216997","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Label",,"The short descriptive designation for the study amendment.","Study Amendment Label","DDF CT 2025-09-26"
"C216995","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Name",,"The literal identifier (i.e., distinctive designation) of the study amendment.","Study Amendment Name","DDF CT 2025-09-26"
"C215538","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Notes",,"A brief written record relevant to the study amendment.","Study Amendment Note","DDF CT 2025-09-26"
"C207537","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Number","Amendment Identifier","A string of numerals that uniquely identifies a protocol amendment.","Study Amendment Number","DDF CT 2025-09-26"
"C115627","C207437",,"DDF Study Amendment Attribute Terminology","Study Amendment Summary",,"A short narrative representation describing the changes introduced in the current version of the protocol.","Clinical Trial Protocol Amendment Summary","DDF CT 2025-09-26"
"C215469",,"No","DDF Study Amendment Impact Attribute Terminology","DDF Study Amendment Impact Attribute Terminology","DDF Study Amendment Impact Attribute Terminology","A terminology value set relevant to the attributes of the study amendment impact.","CDISC DDF Study Amendment Impact Attribute Terminology","DDF CT 2025-09-26"
"C215613","C215469",,"DDF Study Amendment Impact Attribute Terminology","Study Amendment Impact Notes",,"A brief written record relevant to the study amendment impact.","Study Amendment Impact Note","DDF CT 2025-09-26"
"C207538","C215469",,"DDF Study Amendment Impact Attribute Terminology","Study Amendment Impact Substantial Indicator",,"An indication as to whether the study amendment's impact on the study is substantial.","Study Amendment Substantial Impact Indicator","DDF CT 2025-09-26"
"C215611","C215469",,"DDF Study Amendment Impact Attribute Terminology","Study Amendment Impact Text",,"An instance of unstructured text that represents the study amendment impact.","Study Amendment Impact Text","DDF CT 2025-09-26"
"C215612","C215469",,"DDF Study Amendment Impact Attribute Terminology","Study Amendment Impact Type",,"A characterization or classification of the study amendment impact.","Study Amendment Impact Type","DDF CT 2025-09-26"
"C207438",,"No","DDF Study Amendment Reason Attribute Terminology","DDF Study Amendment Reason Attribute Terminology","DDF Study Amendment Reason Attribute Terminology","A terminology value set relevant to the attributes of the study amendment reason.","CDISC DDF Study Amendment Reason Attribute Terminology","DDF CT 2025-09-26"
"C207539","C207438",,"DDF Study Amendment Reason Attribute Terminology","Other Reason for Study Amendment",,"The rationale for the change(s) to, or formal clarification of, a protocol that is not otherwise specified.","Other Reason for Study Amendment","DDF CT 2025-09-26"
"C207540","C207438",,"DDF Study Amendment Reason Attribute Terminology","Study Amendment Reason Code","Study Amendment Reason Code","A symbol or combination of symbols which is assigned to the study amendment reason.","Study Amendment Reason Code","DDF CT 2025-09-26"
"C188709",,"No","DDF Study Arm Attribute Terminology","DDF Study Arm Attribute Terminology","DDF Study Arm Attribute Terminology","A terminology value set relevant to the attributes of the study Arm.","CDISC DDF Study Arm Attribute Terminology","DDF CT 2025-09-26"
"C188828","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Data Origin Description",,"The textual representation of the study arm data origin.","Study Arm Data Origin Description","DDF CT 2025-09-26"
"C188829","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Data Origin Type",,"A characterization or classification of the study arm with respect to where the study arm data originates.","Study Arm Data Origin Type","DDF CT 2025-09-26"
"C93728","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Description","Arm Description","A narrative representation of the study arm.","Arm Description","DDF CT 2025-09-26"
"C172456","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Label","Arm Label","The short descriptive designation for the study arm.","Study Arm Label","DDF CT 2025-09-26"
"C170984","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Name",,"The literal identifier (i.e., distinctive designation) of the study arm.","Planned Study Arm Name","DDF CT 2025-09-26"
"C215515","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Notes",,"A brief written record relevant to the study arm.","Study Arm Note","DDF CT 2025-09-26"
"C172457","C188709",,"DDF Study Arm Attribute Terminology","Study Arm Type","Arm Type","A characterization or classification of the study arm.","Study Arm Type","DDF CT 2025-09-26"
"C215467",,"No","DDF Study Change Attribute Terminology","DDF Study Change Attribute Terminology","DDF Study Change Attribute Terminology","A terminology value set relevant to the attributes of the study change.","CDISC DDF Study Change Attribute Terminology","DDF CT 2025-09-26"
"C215605","C215467",,"DDF Study Change Attribute Terminology","Study Change Description",,"A narrative representation of the study change.","Study Change Description","DDF CT 2025-09-26"
"C215606","C215467",,"DDF Study Change Attribute Terminology","Study Change Label",,"The short descriptive designation for the study change.","Study Change Label","DDF CT 2025-09-26"
"C215604","C215467",,"DDF Study Change Attribute Terminology","Study Change Name",,"The literal identifier (i.e., distinctive designation) of the study change.","Study Change Name","DDF CT 2025-09-26"
"C215608","C215467",,"DDF Study Change Attribute Terminology","Study Change Rationale",,"An explanation as to the logical reasons for why a study change has occurred.","Study Change Rationale","DDF CT 2025-09-26"
"C215607","C215467",,"DDF Study Change Attribute Terminology","Study Change Summary",,"A short narrative representation describing the changes introduced in the current version of the study.","Study Change Summary","DDF CT 2025-09-26"
